num__Dormancy_Chill,num__Dormancy_Frost_Risk,num__Bloom_Rain_Risk,num__Fruit_Growth_Heat_Risk,num__Harvest_Rain_Risk,num__Farmer_Experience_years,num__Tree_Age,num__Planting_Density_trees_per_acre,num__Orchard_Size_acres,num__APH_Yield_lbs_per_acre,num__Guaranteed_Yield_lbs_per_acre,cat__County_Butte,cat__County_Colusa,cat__County_Glenn,cat__County_Kern,cat__County_Merced,cat__County_Other,cat__County_Stanislaus,cat__County_Tulare,cat__Almond_Variety_Carmel,cat__Almond_Variety_Independence,cat__Almond_Variety_Monterey,cat__Almond_Variety_Nonpareil,cat__Irrigation_System_Type_Drip,cat__Irrigation_System_Type_Flood,cat__Mgmt_Practices_IPM_0,cat__Policy_Unit_Structure_Basic
0.7022609492336793,0.28006810245168146,-0.27788719700769426,0.011806367545650235,-0.27788719700769443,-1.4265589813277069,0.2631605076251536,1.363535894223929,-0.2787681653546744,0.4861550426605925,0.7925707745417666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9220084714888963,-0.6374417233990266,-0.23671382973870922,0.5404238941065824,-0.23671382973870927,-0.28855142172522574,-0.48644399012510425,0.03404114984188614,-0.7684311484788733,0.3756601109502542,-0.05482211131854397,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.9220084714888963,-0.6374417233990266,0.8806856097556937,0.025367454508231232,0.8806856097556932,0.7356553819170072,0.113239608075102,0.6987885220329075,1.3806452774551103,1.4096559706183756,1.447274838811102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.10801603921322483,-0.30975964273805945,1.1563184295286222,0.03659772964911909,1.1563184295286217,1.6460614295989922,1.3126068044755144,2.0282832664149506,1.8431047615168537,-0.16104207956094513,-0.30225207540695503,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.5258451981419267,-0.5500598352227687,1.3679037891053516,-0.9399594506445765,1.3679037891053512,1.532260673638744,-0.03668129147494956,0.9646874709093162,-0.3059716644171299,0.9196219145237455,0.40719313135981655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.6843105074807145,-0.6374417233990266,0.6267831782636187,-1.1490438656496873,0.6267831782636184,-0.28855142172522574,-0.3365230905750527,1.0311622081284182,-0.3331751634795854,0.2843678897684296,-0.1336493565148519,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.5654615254766236,-0.28791417069399494,-0.9332299593723749,-0.6239755298172431,-0.9332299593723747,-0.516152933645722,-0.6363648896751558,-0.5642314851300332,-0.5780066550416848,0.3251939270036517,0.6239680556496634,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.4249466578908006,0.017922437922907725,0.3076895819289835,0.46038169722978395,0.3076895819289833,-0.9713559574867144,0.41308140717520514,-1.7607767550738718,-0.5235996569167738,0.45286398396110267,0.507916833555099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8031594894848054,-0.6374417233990266,0.677106182703489,-1.3017650129665697,0.677106182703489,1.1908584057579996,-1.5358902869754651,1.363535894223929,0.1292843205821579,-2.7002758239406544,-2.6714487226959887,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3277635614684418,-0.20053228251773705,-0.20926491822605242,-0.5448338738715538,-0.20926491822605248,-0.9713559574867144,0.2631605076251536,-0.16538306181542028,-0.8772451447286952,0.6217950700006408,1.1932759376229987,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.18724869388261878,0.49852282289232625,-0.6450163884894788,-0.6250879627321424,-0.6450163884894788,-1.3127582253674588,0.2631605076251536,-0.16538306181542028,-0.3603786625420409,-0.012454150459796845,-0.16649404201331358,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.643460988633831,3.2073613563563215,-0.1349241162126069,-1.021484891407907,-0.1349241162126071,-0.516152933645722,-0.03668129147494956,-0.963079908444646,-0.8500416456662397,-0.027771288151190003,0.4706928566568424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8427758168195024,-0.5282143631787042,-1.3300954716595375,2.821229207625723,-1.3300954716595375,0.7356553819170072,1.462527704025566,0.10051588706098828,-0.5508031559792294,-0.35160078014461127,-0.2803556184079806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2.7623099706379217,2.814142859563161,0.5615920134210588,-1.0505140931871828,0.5615920134210584,1.532260673638744,-1.3859693874254135,0.03404114984188614,1.0542032887056445,-2.1046507209235785,-2.163450920319782,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.2089145794643509,-0.5063688911346398,0.1704450243656998,0.2723805346118113,0.1704450243656996,-1.654160493248203,-0.9362066887752589,0.7652632592520097,1.2174242830803774,-0.2570792698677033,-0.188390499012288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.028783384543830903,-0.4189870029583818,-0.31562945033759743,0.12839993162628033,-0.31562945033759743,0.7356553819170072,-1.6858111865255168,0.8317379964711118,0.15648781964461342,-3.0198102910237425,-2.9429647894832716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8823921441541994,-0.5282143631787042,-1.3781310668066866,2.14402242743182,-1.3781310668066866,0.6218546259567591,-1.5358902869754651,1.828859054757644,0.6733543018312677,-1.6854189491522233,-1.5897637469466517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-0.9220084714888963,-0.6374417233990266,-0.8737573177616187,1.6993670994478065,-0.8737573177616185,-1.540359737287955,-1.236048487875362,0.6323137848138054,-0.5235996569167738,-1.5105423746847881,-1.418971382354651,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9220084714888963,-0.6374417233990266,1.2237970036639032,-0.47633979011132904,1.2237970036639032,-0.6299536896059701,0.2631605076251536,0.6323137848138054,-0.03393667379257502,0.7143547500890136,0.4991582507555092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.09006559746026001,-0.3534505868261884,0.8200692634985763,0.03537935074232458,0.8200692634985763,1.4184599176784958,-0.48644399012510425,1.297061157004827,1.870308260579309,0.9022310876966775,0.39186561146053445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.6446941801460175,-0.6155962513549621,0.08695458518136866,-1.081715187800309,0.0869545851813684,0.9632568938375035,-1.3859693874254135,0.9646874709093162,-0.49639615785431834,-1.6529268914145852,-1.7802629228377291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8211099312377703,-0.5282143631787042,1.373622312337155,0.25304539109094376,1.373622312337155,-1.3127582253674588,1.0127650053754114,0.3664148359373968,-0.061140172855030504,0.3407740873372825,0.6392955755489456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.8031594894848054,-0.6374417233990266,-0.007972900466569397,-1.1012092503090198,-0.007972900466569564,0.3942531140362629,0.41308140717520514,-2.292574652826689,0.6733543018312677,-0.3163030505821321,-0.24751093290951898,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8823921441541994,-0.5282143631787042,-1.3781310668066866,2.14402242743182,-1.3781310668066866,-1.767961249208451,-1.236048487875362,-0.16538306181542028,-0.5508031559792294,-0.3434861621878628,-0.0767185683175184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.8427758168195024,-0.6374417233990266,1.088839855393341,-1.192057938359125,1.0888398553933403,-0.8575552015264662,-0.03668129147494956,-1.2289788573210545,-0.6052101541041403,0.19205402567666807,0.25172828666709807,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
